"","x","gen_rating"
"43262","Romance",5.5
"43263","Documentary",5.5
"43264","Drama",5.5
"43265","Drama",5.5
"43266","Romance",5.5
"43267","Sci-Fi",5.5
"43268","Thriller",5.5
"43269","Crime",5.5
"43270","Drama",5.5
"43271","Thriller",5.5
"43272","Drama",5.5
"43273","Comedy",5.5
"43274","Drama",5.5
"43275","Romance",5.5
"43276","Drama",5.5
"43277","Music",5.5
"43278","Romance",5.5
"43279","Comedy",5.5
"43280","Documentary",5.5
"43281","Horror",5.5
"43282","Action",5.5
"43283","Drama",5.5
"43284","Sport",5.5
"43285","Horror",5.5
"43286","Thriller",5.5
"43287","Animation",5.5
"43288","Comedy",5.5
"43289","Family",5.5
"43290","Adventure",5.5
"43291","Documentary",5.5
"43292","Documentary",5.5
"43293","Documentary",5.5
"43294","Documentary",5.5
"43295","Fantasy",5.5
"43296","Horror",5.5
"43297","Thriller",5.5
"43298","Drama",5.5
"43299","Drama",5.5
"43300","Mystery",5.5
"43301","Sci-Fi",5.5
"43302","Thriller",5.5
"43303","Documentary",5.5
"43304","Family",5.5
"43305","Documentary",5.5
"43306","War",5.5
"43307","Comedy",5.5
"43308","Drama",5.5
"43309","Romance",5.5
"43310","Comedy",5.5
"43311","Comedy",5.5
"43312","Drama",5.5
"43313","Horror",5.5
"43314","Mystery",5.5
"43315","Drama",5.5
"43316","Biography",5.5
"43317","Drama",5.5
"43318","Comedy",5.5
"43319","Drama",5.5
"43320","Sport",5.5
"43321","Horror",5.5
"43322","Thriller",5.5
"43323","Fantasy",5.5
"43324","Horror",5.5
"43325","Sci-Fi",5.5
"43326","Crime",5.5
"43327","Drama",5.5
"43328","Comedy",5.5
"43329","Comedy",5.5
"43330","Drama",5.5
"43331","Crime",5.5
"43332","Drama",5.5
"43333","Sport",5.5
"43334","Comedy",5.5
"43335","Horror",5.5
"43336","Sci-Fi",5.5
"43337","Family",5.5
"43338","Comedy",5.5
"43339","Crime",5.5
"43340","Drama",5.5
"43341","Horror",5.5
"43342","Thriller",5.5
"43343","Documentary",5.5
"43344","Thriller",5.5
"43345","Crime",5.5
"43346","Drama",5.5
"43347","Action",5.5
"43348","Drama",5.5
"43349","Sci-Fi",5.5
"43350","Thriller",5.5
"43351","Crime",5.5
"43352","Horror",5.5
"43353","Thriller",5.5
"43354","Biography",5.5
"43355","Documentary",5.5
"43356","Music",5.5
"43357","Crime",5.5
"43358","Horror",5.5
"43359","Thriller",5.5
"43360","Documentary",5.5
"43361","Drama",5.5
"43362","Mystery",5.5
"43363","Thriller",5.5
"43364","Comedy",5.5
"43365","Romance",5.5
"43366","Biography",6.7
"43367","Comedy",6.7
"43368","Romance",6.7
"43369","Action",6.7
"43370","Sci-Fi",6.7
"43371","Thriller",6.7
"43372","Comedy",6.7
"43373","Documentary",6.7
"43374","Drama",6.7
"43375","Comedy",6.7
"43376","Comedy",6.7
"43377","Drama",6.7
"43378","Horror",6.7
"43379","Sci-Fi",6.7
"43380","Drama",6.7
"43381","Comedy",6.7
"43382","Drama",6.7
"43383","Horror",6.7
"43384","Mystery",6.7
"43385","Comedy",6.7
"43386","Drama",6.7
"43387","Romance",6.7
"43388","Crime",6.7
"43389","Drama",6.7
"43390","Thriller",6.7
"43391","Comedy",6.7
"43392","Drama",6.7
"43393","Romance",6.7
"43394","Comedy",6.7
"43395","Drama",6.7
"43396","Romance",6.7
"43397","Crime",6.7
"43398","Drama",6.7
"43399","Horror",6.7
"43400","Comedy",6.7
"43401","Drama",6.7
"43402","Documentary",6.7
"43403","Fantasy",6.7
"43404","Horror",6.7
"43405","Mystery",6.7
"43406","Thriller",6.7
"43407","Documentary",6.7
"43408","Sci-Fi",6.7
"43409","Thriller",6.7
"43410","Biography",6.7
"43411","Documentary",6.7
"43412","Drama",6.7
"43413","Comedy",6.7
"43414","Drama",6.7
"43415","Comedy",6.7
"43416","Romance",6.7
"43417","Drama",6.7
"43418","Sci-Fi",6.7
"43419","Thriller",6.7
"43420","Horror",6.7
"43421","Documentary",6.7
"43422","Music",6.7
"43423","Horror",6.7
"43424","Thriller",6.7
"43425","Drama",6.7
"43426","Western",6.7
"43427","Comedy",6.7
"43428","Horror",6.7
"43429","Comedy",6.7
"43430","Crime",6.7
"43431","Drama",6.7
"43432","Comedy",6.7
"43433","Drama",6.7
"43434","Fantasy",6.7
"43435","Comedy",6.7
"43436","Drama",6.7
"43437","Comedy",6.7
"43438","Drama",6.7
"43439","Action",6.7
"43440","Crime",6.7
"43441","Drama",6.7
"43442","Thriller",6.7
"43443","Drama",6.7
"43444","Family",6.7
"43445","Action",6.7
"43446","Crime",6.7
"43447","Thriller",6.7
"43448","Comedy",6.7
"43449","Drama",6.7
"43450","Crime",6.7
"43451","Drama",6.7
"43452","Thriller",6.7
"43453","Comedy",6.7
"43454","Romance",6.7
"43455","Drama",6.7
"43456","Horror",6.7
"43457","Mystery",6.7
"43458","Thriller",6.7
"43459","Drama",6.7
"43460","Horror",6.7
"43461","Thriller",6.7
"43462","Comedy",6.7
"43463","Drama",6.7
"43464","Romance",6.7
"43465","Drama",6.7
"43466","Romance",6.7
"43467","Sci-Fi",6.7
"43468","Thriller",6.7
"43469","Comedy",6.7
"43470","Crime",6.7
"43471","Horror",6.7
"43472","Drama",6.7
"43473","Music",6.7
"43474","Romance",6.7
"43475","Drama",6.7
"43476","Horror",6.7
"43477","Crime",6.7
"43478","Horror",6.7
"43479","Mystery",6.7
"43480","Thriller",6.7
"43481","Drama",6.7
"43482","Comedy",6.7
"43483","Horror",6.7
"43484","Thriller",6.7
"43485","Crime",6.7
"43486","Drama",6.7
"43487","Drama",6.7
"43488","Sci-Fi",6.7
"43489","Thriller",6.7
"43490","Thriller",6.7
"43491","Action",6.7
"43492","Crime",6.7
"43493","Drama",6.7
"43494","Romance",6.7
"43495","Thriller",6.7
"43496","Crime",6.7
"43497","Drama",6.7
"43498","Comedy",6.7
"43499","Drama",6.7
"43500","Comedy",6.7
"43501","Drama",6.7
"43502","Crime",6.7
"43503","Drama",6.7
"43504","Mystery",6.7
"43505","Thriller",6.7
"43506","Drama",6.7
"43507","Horror",6.7
"43508","Thriller",6.7
"43509","Comedy",6.7
"43510","Drama",6.7
"43511","Romance",6.7
"43512","Documentary",6.7
"43513","Action",6.7
"43514","Adventure",6.7
"43515","Fantasy",6.7
"43516","Sci-Fi",6.7
"43517","Action",6.7
"43518","Adventure",6.7
"43519","Fantasy",6.7
"43520","Action",6.7
"43521","Adventure",6.7
"43522","Thriller",6.7
"43523","Action",6.7
"43524","Thriller",6.7
"43525","Documentary",6.7
"43526","Action",6.7
"43527","Adventure",6.7
"43528","Sci-Fi",6.7
"43529","Action",6.7
"43530","Adventure",6.7
"43531","Romance",6.7
"43532","Adventure",6.7
"43533","Animation",6.7
"43534","Comedy",6.7
"43535","Family",6.7
"43536","Fantasy",6.7
"43537","Musical",6.7
"43538","Romance",6.7
"43539","Action",6.7
"43540","Adventure",6.7
"43541","Sci-Fi",6.7
"43542","Adventure",6.7
"43543","Family",6.7
"43544","Fantasy",6.7
"43545","Mystery",6.7
"43546","Action",6.7
"43547","Adventure",6.7
"43548","Sci-Fi",6.7
"43549","Action",6.7
"43550","Adventure",6.7
"43551","Sci-Fi",6.7
"43552","Action",6.7
"43553","Adventure",6.7
"43554","Action",6.7
"43555","Adventure",6.7
"43556","Fantasy",6.7
"43557","Action",6.7
"43558","Adventure",6.7
"43559","Western",6.7
"43560","Action",6.7
"43561","Adventure",6.7
"43562","Fantasy",6.7
"43563","Sci-Fi",6.7
"43564","Action",6.7
"43565","Adventure",6.7
"43566","Family",6.7
"43567","Fantasy",6.7
"43568","Action",6.7
"43569","Adventure",6.7
"43570","Sci-Fi",6.7
"43571","Action",6.7
"43572","Adventure",6.7
"43573","Fantasy",6.7
"43574","Action",6.7
"43575","Adventure",6.7
"43576","Comedy",6.7
"43577","Family",6.7
"43578","Fantasy",6.7
"43579","Sci-Fi",6.7
"43580","Adventure",6.7
"43581","Fantasy",6.7
"43582","Action",6.7
"43583","Adventure",6.7
"43584","Fantasy",6.7
"43585","Action",6.7
"43586","Adventure",6.7
"43587","Drama",6.7
"43588","History",6.7
"43589","Adventure",6.7
"43590","Fantasy",6.7
"43591","Adventure",6.7
"43592","Family",6.7
"43593","Fantasy",6.7
"43594","Action",6.7
"43595","Adventure",6.7
"43596","Drama",6.7
"43597","Romance",6.7
"43598","Drama",6.7
"43599","Romance",6.7
"43600","Action",6.7
"43601","Adventure",6.7
"43602","Sci-Fi",6.7
"43603","Action",6.7
"43604","Adventure",6.7
"43605","Sci-Fi",6.7
"43606","Thriller",6.7
"43607","Action",6.7
"43608","Adventure",6.7
"43609","Sci-Fi",6.7
"43610","Thriller",6.7
"43611","Action",6.7
"43612","Adventure",6.7
"43613","Thriller",6.7
"43614","Action",6.7
"43615","Adventure",6.7
"43616","Fantasy",6.7
"43617","Romance",6.7
"43618","Action",6.7
"43619","Adventure",6.7
"43620","Sci-Fi",6.7
"43621","Adventure",6.7
"43622","Family",6.7
"43623","Fantasy",6.7
"43624","Action",6.7
"43625","Adventure",6.7
"43626","Fantasy",6.7
"43627","Sci-Fi",6.7
"43628","Thriller",6.7
"43629","Adventure",6.7
"43630","Animation",6.7
"43631","Comedy",6.7
"43632","Family",6.7
"43633","Fantasy",6.7
"43634","Action",6.7
"43635","Adventure",6.7
"43636","Sci-Fi",6.7
"43637","Action",6.7
"43638","Adventure",6.7
"43639","Sci-Fi",6.7
"43640","Adventure",6.7
"43641","Family",6.7
"43642","Fantasy",6.7
"43643","Action",6.7
"43644","Adventure",6.7
"43645","Fantasy",6.7
"43646","Sci-Fi",6.7
"43647","Action",6.7
"43648","Adventure",6.7
"43649","Sci-Fi",6.7
"43650","Adventure",6.7
"43651","Animation",6.7
"43652","Comedy",6.7
"43653","Family",6.7
"43654","Sport",6.7
"43655","Action",6.7
"43656","Adventure",6.7
"43657","Sci-Fi",6.7
"43658","Adventure",6.7
"43659","Animation",6.7
"43660","Comedy",6.7
"43661","Family",6.1
"43662","Fantasy",6.1
"43663","Action",6.1
"43664","Adventure",6.1
"43665","Sci-Fi",6.1
"43666","Action",6.1
"43667","Crime",6.1
"43668","Thriller",6.1
"43669","Action",6.1
"43670","Adventure",6.1
"43671","Horror",6.1
"43672","Sci-Fi",6.1
"43673","Thriller",6.1
"43674","Action",6.1
"43675","Adventure",6.1
"43676","Fantasy",6.1
"43677","Sci-Fi",6.1
"43678","Thriller",6.1
"43679","Action",6.1
"43680","Adventure",6.1
"43681","Sci-Fi",6.1
"43682","Adventure",6.1
"43683","Fantasy",6.1
"43684","Drama",6.1
"43685","Romance",6.1
"43686","Action",6.1
"43687","Adventure",6.1
"43688","Fantasy",6.1
"43689","Romance",6.1
"43690","Action",6.1
"43691","Adventure",6.1
"43692","Sci-Fi",6.1
"43693","Action",6.1
"43694","Adventure",6.1
"43695","Sci-Fi",6.1
"43696","Action",6.1
"43697","Adventure",6.1
"43698","Fantasy",6.1
"43699","Adventure",6.1
"43700","Animation",6.1
"43701","Comedy",6.1
"43702","Family",6.1
"43703","Fantasy",6.1
"43704","Adventure",6.1
"43705","Animation",6.1
"43706","Comedy",6.1
"43707","Family",6.1
"43708","Fantasy",6.1
"43709","Action",6.1
"43710","Adventure",6.1
"43711","Sci-Fi",6.1
"43712","Thriller",6.1
"43713","Adventure",6.1
"43714","Animation",6.1
"43715","Family",6.1
"43716","Sci-Fi",6.1
"43717","Action",6.1
"43718","Comedy",6.1
"43719","Crime",6.1
"43720","Thriller",6.1
"43721","Action",6.1
"43722","Adventure",6.1
"43723","Sci-Fi",6.1
"43724","Animation",6.1
"43725","Drama",6.1
"43726","Family",6.1
"43727","Fantasy",6.1
"43728","Action",6.1
"43729","Adventure",6.1
"43730","Sci-Fi",6.1
"43731","Action",6.1
"43732","Adventure",6.1
"43733","Drama",6.1
"43734","Romance",6.1
"43735","Adventure",6.1
"43736","Family",6.1
"43737","Fantasy",6.1
"43738","Action",6.1
"43739","Adventure",6.1
"43740","Sci-Fi",6.1
"43741","Action",6.1
"43742","Crime",6.1
"43743","Drama",6.1
"43744","Thriller",6.1
"43745","Adventure",6.1
"43746","Animation",6.1
"43747","Comedy",6.1
"43748","Family",6.1
"43749","Action",6.1
"43750","Adventure",6.1
"43751","Animation",6.1
"43752","Comedy",6.1
"43753","Family",6.1
"43754","Sci-Fi",6.1
"43755","Action",6.1
"43756","Adventure",6.1
"43757","Sci-Fi",6.1
"43758","Adventure",6.1
"43759","Drama",6.1
"43760","Family",6.1
"43761","Mystery",6.1
"43762","Action",6.1
"43763","Comedy",6.1
"43764","Sci-Fi",6.1
"43765","Western",6.1
"43766","Action",6.1
"43767","Adventure",6.1
"43768","Fantasy",6.1
"43769","Horror",6.1
"43770","Thriller",6.1
"43771","Action",6.1
"43772","Adventure",6.1
"43773","Comedy",6.1
"43774","Sci-Fi",6.1
"43775","Comedy",6.1
"43776","Family",6.1
"43777","Fantasy",6.1
"43778","Action",6.1
"43779","Adventure",6.1
"43780","Sci-Fi",6.1
"43781","Action",6.1
"43782","Adventure",6.1
"43783","Sci-Fi",6.1
"43784","Thriller",6.1
"43785","Action",6.1
"43786","Adventure",6.1
"43787","Sci-Fi",6.1
"43788","Thriller",6.1
"43789","Adventure",6.1
"43790","Animation",6.1
"43791","Comedy",6.1
"43792","Drama",6.1
"43793","Family",6.1
"43794","Fantasy",6.1
"43795","Adventure",6.1
"43796","Drama",6.1
"43797","Family",6.1
"43798","Fantasy",6.1
"43799","Action",6.1
"43800","Adventure",6.1
"43801","Sci-Fi",6.1
"43802","Action",6.1
"43803","Adventure",6.1
"43804","Drama",6.1
"43805","Fantasy",6.1
"43806","Action",6.1
"43807","Adventure",6.1
"43808","Family",6.1
"43809","Fantasy",6.1
"43810","Romance",6.1
"43811","Action",6.1
"43812","Adventure",6.1
"43813","Drama",6.1
"43814","Sci-Fi",6.1
"43815","Action",6.1
"43816","Adventure",6.1
"43817","Romance",6.1
"43818","Sci-Fi",6.1
"43819","Action",6.1
"43820","Adventure",6.1
"43821","Drama",6.1
"43822","Fantasy",6.1
"43823","Action",6.1
"43824","Adventure",6.1
"43825","Sci-Fi",6.1
"43826","Adventure",6.1
"43827","Animation",6.1
"43828","Comedy",6.1
"43829","Family",6.1
"43830","Fantasy",6.1
"43831","Action",6.1
"43832","Adventure",6.1
"43833","Family",6.1
"43834","Mystery",6.1
"43835","Sci-Fi",6.1
"43836","Action",6.1
"43837","Adventure",6.1
"43838","Animation",6.1
"43839","Comedy",6.1
"43840","Drama",6.1
"43841","Family",6.1
"43842","Sci-Fi",6.1
"43843","Adventure",6.1
"43844","Animation",6.1
"43845","Comedy",6.1
"43846","Family",6.1
"43847","Sci-Fi",6.1
"43848","Adventure",6.1
"43849","Animation",6.1
"43850","Family",6.1
"43851","Fantasy",6.1
"43852","Action",6.1
"43853","Adventure",6.1
"43854","Sci-Fi",6.1
"43855","Adventure",6.1
"43856","Animation",6.1
"43857","Family",6.1
"43858","Fantasy",6.1
"43859","Action",6.1
"43860","Sci-Fi",6.1
"43861","Action",6.1
"43862","Adventure",6.1
"43863","Sci-Fi",6.1
"43864","Adventure",6.1
"43865","Drama",6.1
"43866","Sci-Fi",6.1
"43867","Action",6.1
"43868","Adventure",6.1
"43869","Sci-Fi",6.1
"43870","Thriller",6.1
"43871","Action",6.1
"43872","Adventure",6.1
"43873","Drama",6.1
"43874","Horror",6.1
"43875","Sci-Fi",6.1
"43876","Adventure",6.1
"43877","Fantasy",6.1
"43878","Action",6.1
"43879","Crime",6.1
"43880","Thriller",6.1
"43881","Drama",6.1
"43882","Fantasy",6.1
"43883","Romance",6.1
"43884","Action",6.1
"43885","Adventure",6.1
"43886","Sci-Fi",6.1
"43887","Adventure",6.1
"43888","Sci-Fi",6.1
"43889","Action",6.1
"43890","Adventure",6.1
"43891","Family",6.1
"43892","Fantasy",6.1
"43893","Action",6.1
"43894","Adventure",6.1
"43895","Drama",6.1
"43896","Thriller",6.1
"43897","Adventure",6.1
"43898","Family",6.1
"43899","Fantasy",6.1
"43900","Adventure",6.1
"43901","Animation",6.1
"43902","Comedy",6.1
"43903","Family",6.1
"43904","Fantasy",6.1
"43905","Action",6.1
"43906","Adventure",6.1
"43907","Fantasy",6.1
"43908","Action",6.1
"43909","Adventure",6.1
"43910","Sci-Fi",6.1
"43911","Adventure",6.1
"43912","Family",6.1
"43913","Fantasy",6.1
"43914","Action",6.1
"43915","Drama",6.1
"43916","History",6.1
"43917","Romance",6.1
"43918","War",6.1
"43919","Action",6.1
"43920","Adventure",6.1
"43921","Sci-Fi",6.1
"43922","Action",6.1
"43923","Adventure",6.1
"43924","Biography",6.1
"43925","Drama",6.1
"43926","History",6.1
"43927","Romance",6.1
"43928","War",6.1
"43929","Adventure",6.1
"43930","Family",6.1
"43931","Fantasy",6.1
"43932","Mystery",6.1
"43933","Adventure",6.1
"43934","Family",6.1
"43935","Fantasy",6.1
"43936","Mystery",6.1
"43937","Action",6.1
"43938","Drama",6.1
"43939","Drama",6.1
"43940","Horror",6.1
"43941","Sci-Fi",6.1
"43942","Adventure",6.1
"43943","Comedy",6.1
"43944","Family",6.1
"43945","Fantasy",6.1
"43946","Animation",6.1
"43947","Comedy",6.1
"43948","Family",6.1
"43949","Fantasy",6.1
"43950","Action",6.1
"43951","Adventure",6.1
"43952","Action",6.1
"43953","Adventure",6.1
"43954","Animation",6.1
"43955","Comedy",6.1
"43956","Family",6.1
"43957","Adventure",8.5
"43958","Comedy",8.5
"43959","Family",8.5
"43960","Fantasy",8.5
"43961","Action",8.5
"43962","Adventure",8.5
"43963","Fantasy",8.5
"43964","Sci-Fi",8.5
"43965","Thriller",8.5
"43966","Action",8.5
"43967","Sci-Fi",8.5
"43968","Adventure",8.5
"43969","Animation",8.5
"43970","Comedy",8.5
"43971","Family",8.5
"43972","Fantasy",8.5
"43973","Musical",8.5
"43974","Action",8.5
"43975","Sci-Fi",8.5
"43976","Action",8.5
"43977","Adventure",8.5
"43978","Fantasy",8.5
"43979","Action",8.5
"43980","Adventure",8.5
"43981","Sci-Fi",8.5
"43982","Thriller",8.5
"43983","Mystery",8.5
"43984","Thriller",8.5
"43985","Action",8.5
"43986","Adventure",8.5
"43987","Fantasy",8.5
"43988","Adventure",8.5
"43989","Animation",8.5
"43990","Comedy",8.5
"43991","Drama",8.5
"43992","Family",8.5
"43993","Action",8.5
"43994","Adventure",8.5
"43995","Animation",8.5
"43996","Comedy",8.5
"43997","Family",8.5
"43998","Fantasy",8.5
"43999","Sci-Fi",8.5
"44000","Action",8.5
"44001","Adventure",8.5
"44002","Fantasy",8.5
"44003","Comedy",8.5
"44004","Fantasy",8.5
"44005","Horror",8.5
"44006","Action",8.5
"44007","Adventure",8.5
"44008","Thriller",8.5
"44009","Drama",8.5
"44010","Fantasy",8.5
"44011","Horror",8.5
"44012","Thriller",8.5
"44013","Action",8.5
"44014","Adventure",8.5
"44015","Drama",8.5
"44016","Romance",8.5
"44017","Adventure",8.5
"44018","Animation",8.5
"44019","Comedy",8.5
"44020","Family",8.5
"44021","Action",8.5
"44022","Adventure",8.5
"44023","Animation",8.5
"44024","Comedy",8.5
"44025","Family",8.5
"44026","Action",8.5
"44027","Adventure",8.5
"44028","Family",8.5
"44029","Fantasy",8.5
"44030","Action",8.5
"44031","Adventure",8.5
"44032","Thriller",8.5
"44033","Action",8.5
"44034","Drama",8.5
"44035","Thriller",8.5
"44036","Action",8.5
"44037","Adventure",8.5
"44038","Animation",8.5
"44039","Comedy",8.5
"44040","Family",8.5
"44041","Sci-Fi",8.5
"44042","Adventure",8.5
"44043","Animation",8.5
"44044","Comedy",8.5
"44045","Family",8.5
"44046","Adventure",8.5
"44047","Family",8.5
"44048","Fantasy",8.5
"44049","Adventure",8.5
"44050","Animation",8.5
"44051","Comedy",8.5
"44052","Family",8.5
"44053","Sci-Fi",8.5
"44054","Adventure",8.5
"44055","Adventure",8.5
"44056","Animation",8.5
"44057","Comedy",8.5
"44058","Family",8.5
"44059","Action",8.5
"44060","Adventure",8.5
"44061","Thriller",8.5
"44062","Action",8.5
"44063","Comedy",8.5
"44064","Fantasy",8.5
"44065","Sci-Fi",8.5
"44066","Action",8.5
"44067","Adventure",8.5
"44068","Sci-Fi",8.5
"44069","Thriller",8.5
"44070","Action",8.5
"44071","Adventure",8.5
"44072","Comedy",8.5
"44073","Family",8.5
"44074","Fantasy",8.5
"44075","Mystery",8.5
"44076","Sci-Fi",8.5
"44077","Action",8.5
"44078","Adventure",8.5
"44079","Animation",8.5
"44080","Fantasy",8.5
"44081","Action",8.5
"44082","Adventure",8.5
"44083","Animation",8.5
"44084","Comedy",8.5
"44085","Family",8.5
"44086","Action",8.5
"44087","Adventure",8.5
"44088","Thriller",8.5
"44089","Adventure",8.5
"44090","Animation",8.5
"44091","Family",8.5
"44092","Fantasy",8.5
"44093","Comedy",8.5
"44094","Crime",8.5
"44095","Action",8.5
"44096","Drama",8.5
"44097","History",8.5
"44098","War",8.5
"44099","Action",8.5
"44100","Adventure",8.5
"44101","Drama",8.5
"44102","Action",8.5
"44103","Adventure",8.5
"44104","Sci-Fi",8.5
"44105","Action",8.5
"44106","Adventure",8.5
"44107","Fantasy",8.5
"44108","Romance",8.5
"44109","Action",8.5
"44110","Adventure",8.5
"44111","Animation",8.5
"44112","Comedy",8.5
"44113","Family",8.5
"44114","Fantasy",8.5
"44115","Action",8.5
"44116","Adventure",8.5
"44117","Fantasy",8.5
"44118","Action",8.5
"44119","Adventure",8.5
"44120","Sci-Fi",8.5
"44121","Thriller",8.5
"44122","Action",8.5
"44123","Drama",8.5
"44124","Mystery",8.5
"44125","Sci-Fi",8.5
"44126","Action",8.5
"44127","Crime",8.5
"44128","Thriller",8.5
"44129","Action",8.5
"44130","Sci-Fi",8.5
"44131","Action",8.5
"44132","Adventure",8.5
"44133","Sci-Fi",8.5
"44134","Thriller",8.5
"44135","Action",8.5
"44136","Adventure",8.5
"44137","Comedy",8.5
"44138","Thriller",8.5
"44139","Action",8.5
"44140","Adventure",8.5
"44141","Animation",8.5
"44142","Fantasy",8.5
"44143","Romance",8.5
"44144","Sci-Fi",8.5
"44145","Action",8.5
"44146","Adventure",8.5
"44147","Sci-Fi",8.5
"44148","Action",8.5
"44149","Adventure",8.5
"44150","Thriller",8.5
"44151","Action",8.5
"44152","Adventure",8.5
"44153","Drama",8.5
"44154","History",8.5
"44155","War",8.5
"44156","Adventure",8.5
"44157","Drama",8.5
"44158","Fantasy",8.5
"44159","Romance",8.5
"44160","Animation",8.5
"44161","Comedy",8.5
"44162","Family",8.5
"44163","Musical",8.5
"44164","Action",8.5
"44165","Adventure",8.5
"44166","Sci-Fi",8.5
"44167","Action",8.5
"44168","Crime",8.5
"44169","Drama",8.5
"44170","Mystery",8.5
"44171","Thriller",8.5
"44172","Adventure",8.5
"44173","Family",8.5
"44174","Fantasy",8.5
"44175","Adventure",8.5
"44176","Drama",8.5
"44177","Thriller",8.5
"44178","Western",8.5
"44179","Adventure",8.5
"44180","Animation",8.5
"44181","Comedy",8.5
"44182","Family",8.5
"44183","Sport",8.5
"44184","Adventure",8.5
"44185","Animation",8.5
"44186","Comedy",8.5
"44187","Family",8.5
"44188","Western",8.5
"44189","Adventure",8.5
"44190","Animation",8.5
"44191","Comedy",8.5
"44192","Family",8.5
"44193","Action",8.5
"44194","Mystery",8.5
"44195","Thriller",8.5
"44196","Action",8.5
"44197","Adventure",8.5
"44198","Animation",8.5
"44199","Comedy",8.5
"44200","Family",8.5
"44201","Action",8.5
"44202","Adventure",8.5
"44203","Comedy",8.5
"44204","Sci-Fi",8.5
"44205","Adventure",8.5
"44206","Sci-Fi",8.5
"44207","Thriller",8.5
"44208","Adventure",8.5
"44209","Drama",8.5
"44210","Fantasy",8.5
"44211","Romance",8.5
"44212","Adventure",8.5
"44213","Animation",8.5
"44214","Comedy",8.5
"44215","Family",8.5
"44216","Fantasy",8.5
"44217","Sci-Fi",8.5
"44218","Adventure",8.5
"44219","Sci-Fi",8.5
"44220","Thriller",8.5
"44221","Action",8.5
"44222","Comedy",8.5
"44223","Crime",8.5
"44224","Thriller",8.5
"44225","Action",8.5
"44226","Adventure",8.5
"44227","Animation",8.5
"44228","Comedy",8.5
"44229","Family",8.5
"44230","Fantasy",8.5
"44231","Action",8.5
"44232","Crime",8.5
"44233","Mystery",8.5
"44234","Thriller",8.5
"44235","Action",8.5
"44236","Adventure",8.5
"44237","Drama",8.5
"44238","Action",8.5
"44239","Adventure",8.5
"44240","Family",8.5
"44241","Mystery",8.5
"44242","Adventure",8.5
"44243","Family",8.5
"44244","Fantasy",8.5
"44245","Mystery",8.5
"44246","Adventure",8.5
"44247","Drama",8.5
"44248","Romance",8.5
"44249","War",8.5
"44250","Action",8.5
"44251","Adventure",8.5
"44252","Sci-Fi",8.5
"44253","Adventure",8.5
"44254","Animation",6.9
"44255","Family",6.9
"44256","Thriller",6.9
"44257","Action",6.9
"44258","Fantasy",6.9
"44259","Adventure",6.9
"44260","Comedy",6.9
"44261","Family",6.9
"44262","Fantasy",6.9
"44263","Action",6.9
"44264","Animation",6.9
"44265","Comedy",6.9
"44266","Family",6.9
"44267","Sci-Fi",6.9
"44268","Adventure",6.9
"44269","Family",6.9
"44270","Fantasy",6.9
"44271","Action",6.9
"44272","Comedy",6.9
"44273","Fantasy",6.9
"44274","Action",6.9
"44275","Adventure",6.9
"44276","Drama",6.9
"44277","Horror",6.9
"44278","Sci-Fi",6.9
"44279","Action",6.9
"44280","Adventure",6.9
"44281","Fantasy",6.9
"44282","Fantasy",6.9
"44283","Adventure",6.9
"44284","Sci-Fi",6.9
"44285","Thriller",6.9
"44286","Mystery",6.9
"44287","Thriller",6.9
"44288","Adventure",6.9
"44289","Animation",6.9
"44290","Comedy",6.9
"44291","Family",6.9
"44292","Musical",6.9
"44293","Action",6.9
"44294","Adventure",6.9
"44295","Fantasy",6.9
"44296","Sci-Fi",6.9
"44297","Thriller",6.9
"44298","Action",6.9
"44299","Crime",6.9
"44300","Thriller",6.9
"44301","Action",6.9
"44302","Adventure",6.9
"44303","Crime",6.9
"44304","Mystery",6.9
"44305","Thriller",6.9
"44306","Action",6.9
"44307","Adventure",6.9
"44308","Fantasy",6.9
"44309","Action",6.9
"44310","Sci-Fi",6.9
"44311","Action",6.9
"44312","Adventure",6.9
"44313","History",6.9
"44314","Action",6.9
"44315","Adventure",6.9
"44316","Thriller",6.9
"44317","Action",6.9
"44318","Comedy",6.9
"44319","Family",6.9
"44320","Fantasy",6.9
"44321","Action",6.9
"44322","Adventure",6.9
"44323","Sci-Fi",6.9
"44324","Thriller",6.9
"44325","Action",6.9
"44326","Adventure",6.9
"44327","Thriller",6.9
"44328","Action",6.9
"44329","Adventure",6.9
"44330","Drama",6.9
"44331","Thriller",6.9
"44332","Action",6.9
"44333","Adventure",6.9
"44334","Sci-Fi",6.9
"44335","Thriller",6.9
"44336","Adventure",6.9
"44337","Drama",6.9
"44338","Fantasy",6.9
"44339","Action",6.9
"44340","Fantasy",6.9
"44341","Thriller",6.9
"44342","Action",6.9
"44343","Thriller",6.9
"44344","Action",6.9
"44345","Adventure",6.9
"44346","Comedy",6.9
"44347","Crime",6.9
"44348","Adventure",6.9
"44349","Mystery",6.9
"44350","Sci-Fi",6.9
"44351","Adventure",6.9
"44352","Animation",6.9
"44353","Comedy",6.9
"44354","Family",6.9
"44355","Fantasy",6.9
"44356","Action",6.9
"44357","Drama",6.9
"44358","Sci-Fi",6.9
"44359","Thriller",6.9
"44360","Action",6.9
"44361","Adventure",6.9
"44362","Sci-Fi",6.9
"44363","Thriller",6.9
"44364","Action",6.9
"44365","Crime",6.9
"44366","Sci-Fi",6.9
"44367","Thriller",6.9
